EMPID,AGE,GRADE,Distance_From_Home_KM,TENURE_YRS,Grade_Numeric,Age_Tenure_Factor,Dist_Bin,Status,Resignation_Month_No,Resignation_Month_Name,Grade_Code,ZONE,MAIN_GROUP,Home_Location,Work_Location,RF_Probability,Regression_Probability,Attrition_Risk_Percentage,Risk_Level,ER manager ID
302361,24,AMI,2174,1.3,2,102.5,3,Active,,,1,East,Retail Banking Group,Madurai,Ranchi,0,4.66,54.36350297118406,Medium,5555
853594,51,MMI,1163,7.7,6,392.7,3,Active,,,6,South,Retail Banking Group,Mumbai,Madurai,0,1.22,49.74,Medium,1111
522606,48,DMII,728,0.7,5,302.4,3,Active,,,5,North,Credit,Jodhpur,Kanpur,0,1.58,32.61,Low,6666
690831,36,CM,1149,6.4,8,230.4,3,Active,,,3,South,Retail Banking Group,Nagpur,Coimbatore,0,0.5,49.24,Medium,9999
640867,27,DMI,1654,0.2,4,4.6,3,Active,,,4,West,Retail Banking Group,Kolkata,Mumbai,0,2.47,49.89,Medium,1111
301108,52,DMI,0,3.1,4,161.2,3,Active,,,4,West,Retail Banking Group,Mumbai,Mumbai,0,1.85,26.29,Low,3333
165878,24,AMII,1344,7.2,3,237.6,3,Active,,,2,South,Wholesale Banking,Noida,Visakhapatnam,63,4.9,73.59,Medium,7777
405144,50,DMI,202,4.3,4,215.0,3,Active,,,4,South,Retail Banking Group,Madurai,Kochi,0,4.05,26.84,Low,4444
461301,27,DMII,1755,4.7,5,297.0,3,Active,,,5,South,Retail Banking Group,Delhi,Chennai,0,2.12,89.7425985147938,High,9999
490754,25,AMII,837,0.1,3,4.4,1,Active,,,2,West,Operations Group,Nagpur,Jodhpur,0,1.23,42.4,Medium,3333
908857,25,DMII,849,4.9,5,92.0,3,Active,,,5,West,Retail Banking Group,Agra,Surat,2,3.19,84.67847812854077,High,5555
426751,47,MMI,1241,0.3,6,14.1,3,Active,,,6,North,Retail Banking Group,Cuttack,Noida,0,1.3,37.7,Low,3333
397949,32,AMII,851,4.0,3,128.0,3,Active,,,2,North,Credit,Nagpur,Delhi,82,5.26,70.27,Medium,7777
225295,26,DMI,1348,5.4,4,140.4,2,Active,,,4,West,Transaction Banking,Ludhiana,Mumbai,0,1.68,7.76,Low,5555
664709,47,CM,2056,1.4,8,310.2,3,Active,,,3,South,Transaction Banking,Ranchi,Visakhapatnam,0,0.57,65.24356166386308,Medium,9999
544683,41,MMII,2061,8.6,7,352.6,3,Active,,,7,South,Credit,Gurgaon,Kochi,0,0.72,17.88,Low,7777
102475,29,SO,3308,1.4,1,259.6,3,Active,,,8,North,Retail Banking Group,Gurgaon,Agra,0,5.25,44.6805592132731,Medium,2222
873824,25,AMII,511,1.2,3,61.2,3,Active,,,2,West,Retail Banking Group,Lucknow,Jaipur,16,2.41,58.66,Medium,4444
225284,33,ALT,0,15.0,9,495.0,3,Active,,,0,North,Retail Banking Group,Noida,Noida,0,0.93,25.01,Low,9999
733216,43,CM,19,5.6,8,240.8,3,Active,,,3,North,Retail Banking Group,Noida,Delhi,0,1.26,41.33,Medium,2222
823236,22,SO,2620,1.2,1,263.2,3,Active,,,8,East,Retail Banking Group,Bhubaneswar,Patna,1,11.15,68.7678576602479,Medium,9999
781546,36,ALT,469,14.8,9,532.8,3,Active,,,0,East,Operations Group,Patna,Kolkata,0,2.0,45.89,Medium,5555
142237,43,DMI,2741,0.8,4,245.1,3,Active,,,4,East,Retail Banking Group,Patna,Cuttack,0,5.42,63.29984854528513,Medium,2222
647640,38,MMII,0,8.3,7,315.4,1,Active,,,7,South,Wholesale Banking,Mysore,Mysore,0,0.53,18.77,Low,4444
750415,45,ALT,837,13.8,9,621.0,3,Active,,,0,West,Retail Banking Group,Nagpur,Jodhpur,0,1.61,50.42,Medium,7777
273148,34,ALT,1800,12.7,9,431.8,3,Active,,,0,West,Operations Group,Siliguri,Mumbai,0,1.78,30.3,Low,8888
434982,29,AMII,1742,3.0,3,126.0,3,Active,,,2,West,Operations Group,Coimbatore,Jodhpur,5,2.75,61.93,Medium,3333
642667,25,AMI,1391,6.6,2,244.2,3,Active,,,1,West,Wholesale Banking,Ludhiana,Pune,0,4.93,53.31,Medium,1111
346901,40,MMII,1196,7.0,7,189.0,3,Active,,,7,East,Transaction Banking,Bangalore,Bhubaneswar,0,2.12,48.12,Medium,4444
340644,25,AMII,499,0.8,3,20.0,3,Active,,,2,South,Retail Banking Group,Hyderabad,Bangalore,70,2.52,44.67983561008608,Medium,2222
332361,22,AMII,926,5.4,3,118.8,3,Active,,,2,South,Retail Banking Group,Mysore,Visakhapatnam,0,3.35,56.18,Medium,8888
191947,42,MMI,1819,0.6,6,122.2,3,Active,,,6,East,Retail Banking Group,Pune,Bhubaneswar,1,1.31,41.742508365045985,Medium,4444
976203,35,MMI,175,5.8,6,203.0,3,Active,,,6,South,Retail Banking Group,Madurai,Coimbatore,0,2.74,34.52,Low,2222
911575,56,ALT,1037,10.2,9,571.2,3,Active,,,0,East,Operations Group,Jaipur,Ranchi,0,0.53,34.72,Low,6666
120373,28,DMII,953,1.9,5,75.6,2,Active,,,5,West,Retail Banking Group,Pune,Jaipur,5,0.91,28.54,Low,6666
627694,25,AMII,1773,6.7,3,375.2,3,Active,,,2,East,Credit,Kochi,Ranchi,10,3.08,48.34,Medium,4444
285598,26,DMII,1033,3.9,5,37.4,3,Active,,,5,West,Retail Banking Group,Chennai,Mumbai,0,2.53,76.84537967717115,High,6666
845842,39,MMI,1131,1.6,6,62.4,3,Active,,,6,West,Retail Banking Group,Ludhiana,Nagpur,0,0.66,36.33,Low,2222
106146,43,DMI,0,0.2,4,8.6,3,Active,,,4,North,Retail Banking Group,Noida,Noida,0,1.53,33.24,Low,2222
184650,25,DMII,1354,4.6,5,149.6,3,Active,,,5,East,Transaction Banking,Surat,Bhubaneswar,0,3.19,84.40267207236371,High,4444
127697,56,MMII,1944,8.3,7,464.8,2,Active,,,7,North,Retail Banking Group,Kochi,Lucknow,0,0.47,32.66,Low,8888
741733,32,MMII,1094,5.7,7,182.4,3,Active,,,7,East,Retail Banking Group,Agra,Cuttack,0,1.26,26.06,Low,7777
342503,56,MMI,1357,2.2,6,123.2,3,Active,,,6,East,Retail Banking Group,Jaipur,Kolkata,0,0.71,46.63,Medium,9999
796365,57,ALT,463,12.1,9,689.7,3,Active,,,0,North,Retail Banking Group,Agra,Ludhiana,0,1.21,40.42,Medium,8888
523106,30,AMII,1904,5.8,3,197.2,3,Active,,,2,North,Credit,Madurai,Lucknow,13,3.64,58.17,Medium,5555
363598,24,SO,1361,0.4,1,421.8,3,Active,,,8,East,Retail Banking Group,Mumbai,Bhubaneswar,0,2.93,37.93,Low,2222
726144,49,MMII,0,9.2,7,450.8,3,Active,,,7,South,Credit,Coimbatore,Coimbatore,0,0.74,55.48,Medium,5555
918710,52,ALT,839,10.9,9,239.8,3,Active,,,0,West,Credit,Noida,Nagpur,0,0.94,33.89,Low,8888
957570,23,AMI,864,1.0,2,41.0,3,Active,,,1,North,Credit,Patna,Gurgaon,0,5.6,27.13,Low,9999
695822,56,DMII,839,4.2,5,235.2,3,Active,,,5,West,Retail Banking Group,Noida,Nagpur,0,2.59,41.19,Medium,9999
749920,23,AMI,898,2.2,2,96.8,3,Active,,,1,South,Retail Banking Group,Pune,Coimbatore,0,5.8,30.75,Low,1111
875260,27,AMII,1964,1.2,3,202.1,3,Active,,,2,South,Operations Group,Nagpur,Chennai,74,6.56,65.98528437324805,Medium,9999
525664,23,SO,1413,1.3,1,59.8,3,Active,,,8,South,Credit,Ahmedabad,Coimbatore,0,13.84,29.31,Low,7777
638387,28,AMII,117,5.0,3,140.0,3,Active,,,2,North,Retail Banking Group,Patna,Noida,12,4.58,58.03345035229626,Medium,9999
459569,24,AMII,0,4.6,3,193.2,3,Active,,,2,South,Transaction Banking,Bangalore,Bangalore,10,2.83,52.28,Medium,8888
437427,29,MMI,962,3.3,6,44.8,3,Active,,,6,North,Transaction Banking,Surat,Kanpur,0,0.54,82.80774208509011,High,1111
521681,30,SO,1258,1.5,1,137.8,3,Active,,,8,South,Retail Banking Group,Ranchi,Chennai,0,5.56,25.46,Low,8888
790154,33,ALT,1646,13.0,9,429.0,2,Active,,,0,West,Retail Banking Group,Chennai,Jodhpur,0,0.39,18.68,Low,8888
532741,28,AMII,1888,6.0,3,168.0,3,Active,,,2,West,Retail Banking Group,Kochi,Jaipur,2,8.14,61.49,Medium,3333
688573,38,ALT,1402,12.9,9,309.6,3,Active,,,0,East,Transaction Banking,Ahmedabad,Bhubaneswar,0,1.42,39.57,Low,1111
941400,55,CM,905,5.8,8,319.0,3,Active,,,3,West,Retail Banking Group,Chennai,Nagpur,0,0.29,30.05,Low,8888
665978,55,ALT,1453,10.9,9,599.5,3,Active,,,0,East,Retail Banking Group,Mumbai,Patna,0,0.48,35.95,Low,3333
219406,22,AMI,970,4.5,2,234.0,3,Active,,,1,West,Retail Banking Group,Kolkata,Nagpur,0,3.84,46.89,Medium,3333
957297,25,AMI,1241,5.2,2,202.8,2,Active,,,1,North,Retail Banking Group,Cuttack,Noida,0,2.98,23.48,Low,1111
211347,44,CM,661,6.9,8,303.6,3,Active,,,3,West,Operations Group,Lucknow,Nagpur,0,1.24,42.15,Medium,5555
693875,47,CM,1014,8.1,8,380.7,3,Active,,,3,East,Retail Banking Group,Chennai,Cuttack,0,0.48,41.92,Medium,7777
841384,22,AMII,347,5.6,3,201.6,2,Active,,,2,East,Retail Banking Group,Cuttack,Kolkata,0,2.2,41.22,Medium,9999
482841,38,DMI,0,6.9,4,262.2,3,Active,,,4,South,Operations Group,Kochi,Kochi,0,4.34,50.01,Medium,7777
273308,46,CM,463,6.8,8,312.8,3,Active,,,3,North,Retail Banking Group,Agra,Ludhiana,0,0.72,42.73,Medium,9999
423471,29,DMII,723,3.9,5,93.6,3,Active,,,5,West,Operations Group,Nagpur,Jaipur,1,1.77,61.242177333881365,Medium,8888
842595,25,AMI,621,4.8,2,163.2,3,Active,,,1,South,Operations Group,Mumbai,Hyderabad,0,5.54,41.52,Medium,2222
110406,42,CM,790,6.1,8,183.0,3,Active,,,3,West,Retail Banking Group,Lucknow,Jodhpur,0,0.78,53.16,Medium,1111
136888,42,MMII,1196,7.0,7,294.0,3,Active,,,7,West,Retail Banking Group,Chennai,Surat,0,0.91,38.44,Low,7777
126546,28,DMI,95,4.6,4,128.8,1,Active,,,4,South,Retail Banking Group,Surat,Madurai,7,1.43,40.61753482887407,Medium,7777
866450,41,DMI,1541,5.0,4,205.0,3,Active,,,4,South,Transaction Banking,Bhubaneswar,Kochi,0,3.82,31.41,Low,8888
125280,57,ALT,1976,12.5,9,712.5,3,Active,,,0,South,Retail Banking Group,Patna,Kochi,0,1.18,35.19,Low,5555
510757,50,CM,1827,1.0,8,335.0,3,Active,,,3,South,Transaction Banking,Ahmedabad,Chennai,0,0.37,73.31000028973882,Medium,3333
284063,24,SO,1042,0.6,1,141.6,3,Active,,,8,South,Operations Group,Surat,Bangalore,0,4.97,11.64,Low,8888
278362,47,CM,1696,8.4,8,394.8,3,Active,,,3,West,Retail Banking Group,Siliguri,Surat,0,1.6,56.43,Medium,6666
862525,35,MMII,1244,8.3,7,290.5,3,Active,,,7,South,Operations Group,Noida,Hyderabad,0,1.75,37.3,Low,3333
440865,30,AMI,294,6.3,2,189.0,2,Active,,,1,North,Retail Banking Group,Ludhiana,Gurgaon,0,3.63,33.44,Low,1111
141729,48,CM,1403,8.9,8,427.2,3,Active,,,3,East,Transaction Banking,Ahmedabad,Cuttack,0,0.85,26.14,Low,3333
220192,41,MMII,2790,1.4,7,257.6,3,Active,,,7,South,Wholesale Banking,Madurai,Chennai,0,2.61,69.09729556485983,Medium,5555
885202,24,SO,1401,1.3,1,75.9,3,Active,,,8,South,Retail Banking Group,Bhubaneswar,Coimbatore,0,4.38,8.68,Low,3333
538136,22,AMII,1101,4.2,3,210.0,3,Active,,,2,West,Retail Banking Group,Visakhapatnam,Mumbai,79,3.82,59.96646210492592,Medium,1111
167072,33,ALT,142,14.0,9,462.0,3,Active,,,0,South,Retail Banking Group,Kochi,Coimbatore,0,0.72,33.89,Low,5555
994983,22,SO,1142,1.3,1,188.6,3,Active,,,8,South,Retail Banking Group,Patna,Hyderabad,0,4.52,37.67,Low,7777
669175,22,AMI,309,4.1,2,90.2,3,Active,,,1,South,Transaction Banking,Madurai,Mysore,0,7.93,47.23,Medium,7777
392618,25,DMII,2468,1.9,5,137.5,3,Active,,,5,West,Transaction Banking,Jodhpur,Ahmedabad,0,3.25,64.97327922401266,Medium,9999
527742,45,DMI,1926,2.9,4,130.5,3,Active,,,4,South,Wholesale Banking,Agra,Kochi,0,1.9,28.41,Low,3333
890309,32,DMI,1544,3.2,4,102.4,2,Active,,,4,East,Retail Banking Group,Ludhiana,Bhubaneswar,0,1.42,21.24,Low,7777
443269,33,CM,501,8.4,8,277.2,3,Active,,,3,West,Operations Group,Noida,Jodhpur,0,0.64,53.23,Medium,1111
707848,50,MMI,51,3.6,6,90.0,3,Active,,,6,East,Wholesale Banking,Noida,Patna,0,1.33,46.370173320348286,Medium,4444
221412,46,MMII,779,6.5,7,156.0,3,Active,,,7,West,Transaction Banking,Noida,Ahmedabad,0,1.12,28.5,Low,4444
388002,24,SO,0,1.9,1,83.6,1,Active,,,8,South,Transaction Banking,Visakhapatnam,Visakhapatnam,0,3.04,16.22,Low,5555
112765,48,CM,943,8.7,8,226.2,3,Active,,,3,East,Wholesale Banking,Jaipur,Patna,0,1.82,32.87,Low,7777
343764,27,SO,1348,0.9,1,207.2,3,Active,,,8,West,Retail Banking Group,Patna,Surat,0,4.61,24.0,Low,7777
464060,48,CM,1360,5.7,8,273.6,3,Active,,,3,North,Retail Banking Group,Visakhapatnam,Delhi,0,1.26,42.24,Medium,4444
910932,22,AMII,1739,6.9,3,151.8,3,Active,,,2,South,Retail Banking Group,Delhi,Bangalore,12,8.89,47.74,Medium,7777
986803,25,DMII,1131,3.1,5,100.8,3,Active,,,5,West,Transaction Banking,Ludhiana,Nagpur,0,1.86,89.3375646305215,High,3333
357070,55,DMI,2998,0.9,4,55.0,3,Active,,,4,North,Retail Banking Group,Pune,Agra,0,1.38,48.900466011060914,Medium,6666
823563,57,ALT,0,14.3,9,815.1,3,Active,,,0,West,Transaction Banking,Jaipur,Jaipur,0,1.21,26.68,Low,2222
555576,48,CM,466,5.6,8,268.8,3,Active,,,3,North,Retail Banking Group,Jodhpur,Gurgaon,0,0.95,24.52,Low,9999
606263,47,DMI,1956,5.9,4,277.3,3,Active,,,4,South,Wholesale Banking,Delhi,Coimbatore,0,2.43,45.94,Medium,5555
549427,47,CM,970,6.3,8,296.1,3,Active,,,3,East,Retail Banking Group,Nagpur,Kolkata,0,0.51,42.1,Medium,6666
503012,40,MMII,775,7.7,7,177.1,3,Active,,,7,North,Credit,Ahmedabad,Delhi,0,1.25,39.26,Low,4444
781581,31,DMI,796,5.3,4,164.3,3,Active,,,4,West,Retail Banking Group,Jodhpur,Mumbai,0,1.93,27.31,Low,7777
354993,32,ALT,1752,12.2,9,390.4,3,Active,,,0,South,Retail Banking Group,Kanpur,Coimbatore,0,0.6,28.28,Low,9999
773663,24,SO,1815,1.7,1,220.0,3,Active,,,8,North,Credit,Mysore,Delhi,0,4.95,27.45,Low,7777
899690,42,CM,1302,6.7,8,154.1,3,Active,,,3,West,Retail Banking Group,Ranchi,Ahmedabad,0,1.76,35.39,Low,1111
183720,23,AMII,207,4.6,3,216.2,3,Active,,,2,West,Retail Banking Group,Ahmedabad,Surat,0,2.1,58.61,Medium,1111
646843,45,MMII,735,9.3,7,418.5,3,Active,,,7,West,Retail Banking Group,Bangalore,Pune,0,1.79,34.37,Low,9999
161769,32,AMI,1581,7.9,2,252.8,2,Active,,,1,North,Retail Banking Group,Bangalore,Lucknow,0,4.11,12.76,Low,9999
753483,25,MMI,285,3.4,6,255.2,3,Active,,,6,North,Transaction Banking,Delhi,Ludhiana,0,2.82,80.64768646112095,High,4444
454854,29,DMI,395,6.7,4,147.4,3,Active,,,4,North,Operations Group,Gurgaon,Kanpur,0,4.04,42.3,Medium,9999
496323,32,CM,1181,8.2,8,262.4,3,Active,,,3,East,Transaction Banking,Hyderabad,Kolkata,0,1.28,31.63,Low,3333
721692,35,DMII,2531,0.7,5,49.0,3,Active,,,5,North,Credit,Lucknow,Delhi,0,1.44,48.89986300840506,Medium,7777
562418,27,DMII,1052,4.9,5,5.8,3,Active,,,5,North,Retail Banking Group,Pune,Agra,1,2.19,77.56764801083568,High,6666
166701,42,CM,0,6.5,8,273.0,3,Active,,,3,North,Retail Banking Group,Agra,Agra,0,0.83,55.2,Medium,8888
919601,30,DMII,1037,1.1,5,12.0,3,Active,,,5,East,Wholesale Banking,Jaipur,Ranchi,0,0.98,31.25,Low,9999
648138,22,SO,19,0.5,1,50.6,3,Active,,,8,North,Wholesale Banking,Noida,Delhi,0,10.2,33.01,Low,5555
332762,57,DMII,953,7.7,5,438.9,2,Active,,,5,West,Operations Group,Pune,Jaipur,0,0.98,23.84,Low,1111
304794,36,DMII,454,0.9,5,32.4,3,Active,,,5,North,Operations Group,Jaipur,Kanpur,0,0.95,20.51,Low,3333
981087,35,ALT,518,15.0,9,330.0,3,Active,,,0,West,Operations Group,Ahmedabad,Pune,0,1.45,32.75,Low,8888
246201,26,AMII,688,2.2,3,57.2,3,Active,,,2,West,Wholesale Banking,Nagpur,Mumbai,76,4.84,45.454749016213015,Medium,6666
493092,37,ALT,232,12.0,9,444.0,1,Active,,,0,West,Operations Group,Mumbai,Surat,0,0.34,18.03,Low,8888
192453,28,DMI,1270,6.6,4,151.8,3,Active,,,4,East,Transaction Banking,Delhi,Bhubaneswar,0,2.19,32.36,Low,9999
176521,22,AMI,364,5.3,2,212.0,3,Active,,,1,East,Wholesale Banking,Bhubaneswar,Kolkata,1,4.25,33.86,Low,4444
381705,57,MMI,0,5.4,6,307.8,3,Active,,,6,East,Retail Banking Group,Siliguri,Siliguri,0,1.45,43.0,Medium,1111
968744,26,AMI,1030,0.5,2,26.5,3,Active,,,1,North,Retail Banking Group,Siliguri,Agra,0,2.69,42.88,Medium,1111
431096,54,MMII,2584,1.2,7,356.4,3,Active,,,7,West,Retail Banking Group,Jodhpur,Jaipur,0,1.02,45.50213529560301,Medium,4444
731213,24,SO,849,0.5,1,360.4,3,Active,,,8,East,Credit,Hyderabad,Cuttack,0,7.96,28.24,Low,7777
394867,38,MMI,1610,1.7,6,64.6,3,Active,,,6,East,Retail Banking Group,Bangalore,Patna,0,0.98,38.19,Low,2222
724144,25,AMI,679,2.0,2,112.0,3,Active,,,1,North,Wholesale Banking,Nagpur,Agra,0,4.16,28.23,Low,3333
839473,57,CM,1618,6.3,8,359.1,3,Active,,,3,East,Operations Group,Ahmedabad,Kolkata,0,0.47,31.62,Low,1111
978433,37,CM,1261,9.6,8,268.8,3,Active,,,3,North,Retail Banking Group,Cuttack,Gurgaon,0,1.58,41.81,Medium,5555
178476,38,MMI,2061,4.1,6,155.8,3,Active,,,6,South,Transaction Banking,Gurgaon,Kochi,0,2.75,27.74,Low,1111
265756,50,DMII,1560,5.4,5,270.0,3,Active,,,5,East,Wholesale Banking,Bangalore,Kolkata,0,1.69,51.75,Medium,8888
921884,31,DMI,1755,2.4,4,74.4,3,Active,,,4,South,Retail Banking Group,Delhi,Chennai,0,1.77,23.54,Low,1111
623248,29,AMI,1730,2.2,2,63.8,3,Active,,,1,North,Retail Banking Group,Bangalore,Noida,0,4.06,55.45,Medium,1111
415959,55,ALT,727,10.2,9,561.0,3,Active,,,0,West,Credit,Hyderabad,Surat,0,0.48,41.88,Medium,2222
328532,25,DMI,575,3.8,4,87.4,3,Active,,,4,East,Retail Banking Group,Patna,Cuttack,0,1.82,19.15,Low,2222
520198,57,MMII,1123,9.2,7,524.4,3,Active,,,7,North,Credit,Surat,Ludhiana,0,1.42,24.18,Low,6666
771452,22,SO,1561,1.7,1,303.4,3,Active,,,8,West,Retail Banking Group,Bangalore,Jaipur,0,5.88,29.51,Low,7777
959182,49,CM,937,6.0,8,294.0,3,Active,,,3,West,Retail Banking Group,Delhi,Surat,0,1.2,51.19,Medium,5555
455782,45,CM,502,6.3,8,283.5,3,Active,,,3,South,Retail Banking Group,Hyderabad,Visakhapatnam,0,0.62,50.87,Medium,1111
350032,40,MMII,0,9.1,7,364.0,3,Active,,,7,North,Retail Banking Group,Agra,Agra,0,2.29,42.73,Medium,1111
638021,36,CM,1130,6.6,8,237.6,3,Active,,,3,West,Retail Banking Group,Siliguri,Nagpur,0,0.62,37.93,Low,3333
335732,37,CM,1696,9.4,8,347.8,3,Active,,,3,East,Retail Banking Group,Surat,Siliguri,0,0.82,24.29,Low,2222
681619,44,CM,1278,8.1,8,356.4,2,Active,,,3,East,Wholesale Banking,Pune,Cuttack,0,0.38,36.22,Low,5555
684170,53,DMI,2414,0.5,4,148.4,3,Active,,,4,South,Retail Banking Group,Gurgaon,Coimbatore,0,1.94,46.45209030420499,Medium,6666
757216,26,AMII,920,7.4,3,259.0,3,Active,,,2,West,Retail Banking Group,Jaipur,Mumbai,8,4.8,66.44,Medium,7777
302426,39,MMII,440,8.2,7,319.8,3,Active,,,7,North,Retail Banking Group,Patna,Lucknow,0,1.45,37.74,Low,4444
193195,40,ALT,250,14.3,9,429.0,1,Active,,,0,East,Retail Banking Group,Patna,Ranchi,0,0.43,33.94,Low,7777
325640,37,CM,3055,1.0,8,273.8,2,Active,,,3,West,Retail Banking Group,Agra,Mumbai,0,0.38,70.24791518535967,Medium,8888
703269,39,MMII,1037,8.3,7,323.7,3,Active,,,7,West,Transaction Banking,Lucknow,Surat,0,1.2,22.39,Low,1111
445958,24,AMI,2070,1.1,2,37.4,3,Active,,,1,South,Operations Group,Noida,Madurai,0,4.02,32.07,Low,6666
750586,30,AMII,665,4.6,3,257.6,3,Active,,,2,East,Retail Banking Group,Visakhapatnam,Ranchi,72,2.81,70.2,Medium,8888
742673,26,AMI,74,4.8,2,124.8,3,Active,,,1,East,Retail Banking Group,Mysore,Kolkata,0,6.51,49.12726728878613,Medium,5555
542389,39,MMII,1052,6.9,7,172.5,2,Active,,,7,North,Retail Banking Group,Pune,Agra,0,0.62,11.61,Low,4444
766398,51,ALT,487,14.1,9,380.7,2,Active,,,0,East,Retail Banking Group,Ranchi,Siliguri,0,0.47,8.57,Low,2222
246651,26,AMII,1939,4.0,3,115.5,3,Active,,,2,North,Retail Banking Group,Coimbatore,Gurgaon,19,5.27,86.7023263978577,High,6666
847482,24,AMI,1258,3.4,2,156.4,3,Active,,,1,East,Transaction Banking,Chennai,Ranchi,0,7.41,47.93,Medium,6666
848469,32,MMI,862,7.2,6,230.4,3,Active,,,6,South,Retail Banking Group,Hyderabad,Kochi,0,2.72,38.72,Low,1111
368754,32,MMI,487,1.1,6,35.2,3,Active,,,6,East,Credit,Siliguri,Ranchi,0,1.42,31.87,Low,9999
225009,43,MMII,1104,9.2,7,395.6,3,Active,,,7,North,Retail Banking Group,Pune,Kanpur,0,0.71,14.52,Low,6666
942532,35,MMI,1360,5.5,6,137.5,3,Active,,,6,North,Credit,Visakhapatnam,Delhi,0,3.26,36.83,Low,3333
882939,56,DMI,1142,1.1,4,61.6,3,Active,,,4,South,Operations Group,Patna,Hyderabad,0,0.91,24.97,Low,4444
960784,51,DMII,919,0.3,5,15.3,3,Active,,,5,East,Retail Banking Group,Kanpur,Kolkata,0,1.51,22.87,Low,4444
883545,25,SO,1481,1.1,1,41.8,3,Active,,,8,East,Wholesale Banking,Chennai,Patna,0,6.7,32.73,Low,3333
626883,26,SO,1002,0.6,1,183.3,1,Active,,,8,South,Retail Banking Group,Visakhapatnam,Coimbatore,0,2.98,23.35,Low,3333
239917,32,DMI,1746,2.8,4,89.6,3,Active,,,4,East,Retail Banking Group,Pune,Siliguri,0,4.74,44.13,Medium,3333
376515,32,ALT,1004,11.4,9,364.8,3,Active,,,0,East,Credit,Gurgaon,Ranchi,0,0.85,41.39,Medium,4444
984678,35,MMII,1679,9.0,7,270.0,3,Active,,,7,North,Retail Banking Group,Mysore,Lucknow,0,2.05,52.29,Medium,7777
606888,42,DMI,575,3.6,4,151.2,3,Active,,,4,East,Retail Banking Group,Cuttack,Patna,0,5.08,30.29,Low,4444
794486,24,AMI,1102,1.2,2,54.0,3,Active,,,1,East,Retail Banking Group,Noida,Siliguri,0,7.3,25.72,Low,9999
859857,52,DMII,854,2.2,5,114.4,3,Active,,,5,South,Retail Banking Group,Mumbai,Mysore,0,0.99,38.38,Low,1111
145419,22,SO,1581,0.3,1,173.8,3,Active,,,8,South,Transaction Banking,Lucknow,Bangalore,0,14.0,48.6,Medium,8888
